"id","dataset_version","observation_text","age_group","setting","antecedent","behavior","consequence","consequence_present","possible_trigger","emotion_context","caregiver_response","suggested_followup_question","general_support_idea","category","risk_level","difficulty_level","ambiguity_level","split","synthetic_flag","review_status"
"11","v1","My child kicked the chair after I said computer time was finished.","9-12","home","Caregiver said computer time was finished","Kicked the chair","Not clearly mentioned","no","Ending computer time","Frustration","Caregiver gave instruction","Was the end time agreed on before computer time started?","Agreeing on the end time before computer use may help set expectations.","screen-time ending","moderate","medium","low","train","yes","draft"
"12","v1","My child got upset when the tablet was taken away and then ran to another room.","6-8","home","Tablet was taken away","Got upset and ran to another room","Not clearly mentioned","no","Transition from tablet activity","Frustration","Tablet was taken away","Was the tablet removed suddenly or after a warning?","A countdown and a clear next activity may help reduce sudden changes.","screen-time ending","moderate","medium","low","train","yes","draft"
"13","v1","My child cried when screen time ended, but calmed down after choosing a book.","3-5","home","Screen time ended","Cried","Calmed down after choosing a book","yes","Transition from screen to non-screen activity","Frustration followed by calming","Caregiver allowed book choice","What non-screen choices help the child calm after screen time?","Offering two calm choices after screen time may support the transition.","screen-time ending","low","medium","low","validation","yes","draft"
"14","v1","My child yelled when I closed the game, then stopped after I showed the visual schedule.","6-8","home","Game was closed","Yelled","Stopped after caregiver showed visual schedule","yes","Transition away from game","Frustration","Caregiver showed visual schedule","Did the visual schedule help because it showed what came next?","Using the visual schedule before closing the game may make the change easier.","screen-time ending","low","medium","low","validation","yes","draft"
"15","v1","My child cried after tablet time ended because the next activity was not clear.","6-8","home","Tablet time ended and next activity was unclear","Cried","Not clearly mentioned","no","Unclear transition after screen time","Uncertainty and frustration","Not specified","What was the child expected to do after tablet time?","Naming the next activity before screen time ends may help.","screen-time ending","low","medium","medium","validation","yes","draft"
"16","v1","My child refused to hand over the phone when the last video finished.","3-5","home","Last video finished","Refused to hand over the phone","Not clearly mentioned","no","Ending phone video activity","Frustration","Not specified","Was the last video clearly identified before it started?","Saying this is the last video before starting it may help set expectations.","screen-time ending","low","easy","low","test","yes","draft"
"17","v1","My child became upset when the TV was turned off, and it was hard to tell if hunger or tiredness also played a role.","6-8","home","TV was turned off","Became upset","Not clearly mentioned","no","Ending TV time with possible hunger or tiredness","Frustration or tiredness","Not specified","Was the child hungry or tired before TV was turned off?","Checking basic needs before transitions may help understand the situation.","screen-time ending","low","complex","medium","test","yes","draft"
"18","v1","My child cried after screen time ended and kept asking for one more show.","3-5","home","Screen time ended","Cried and kept asking for one more show","Not clearly mentioned","no","Difficulty stopping preferred show","Frustration","Not specified","Was there a clear rule about how many shows were allowed?","Using a simple show limit and reminder may help reduce repeated requests.","screen-time ending","low","easy","low","test","yes","draft"
"19","v1","My child threw a cushion when the tablet was put away before leaving the house.","6-8","home","Tablet was put away before leaving the house","Threw a cushion","Not clearly mentioned","no","Transition from tablet to leaving home","Frustration","Caregiver put tablet away","Was leaving the house explained before tablet time ended?","A leaving-home routine with a countdown may support the transition.","screen-time ending","moderate","medium","low","test","yes","draft"
"20","v1","My child cried when the screen went dark during a game and did not know what happened.","6-8","home","Screen went dark during a game","Cried","Not clearly mentioned","no","Unexpected interruption of screen activity","Confusion or frustration","Not specified","Did the child understand why the screen stopped?","A simple explanation and a calm next step may help when technology stops unexpectedly.","screen-time ending","low","medium","medium","test","yes","draft"
"21","v1","My child cried when it was time to leave the playground.","3-5","playground","It was time to leave the playground","Cried","Not clearly mentioned","no","Transition away from preferred play activity","Frustration","Not specified","Was the child given a warning before leaving?","A short countdown before leaving may help prepare for the transition.","transition difficulty","low","easy","low","train","yes","draft"
"22","v1","My child ran away when I said it was time to stop playing and get in the car.","3-5","home","Caregiver said it was time to stop playing and get in the car","Ran away","Not clearly mentioned","no","Transition from play to car ride","Frustration","Caregiver gave instruction","Was the child told where they were going next?","Explaining the next step in simple words may help the child understand the change.","transition difficulty","moderate","medium","low","train","yes","draft"
"23","v1","My child yelled when we had to leave grandma's house.","6-8","relative home","It was time to leave grandma's house","Yelled","Not clearly mentioned","no","Leaving a preferred place","Disappointment","Not specified","Was the child prepared before the visit ended?","A reminder before leaving may help make the goodbye easier.","transition difficulty","low","easy","low","train","yes","draft"
"24","v1","My child refused to put on shoes when it was time to go to school.","6-8","home","It was time to go to school","Refused to put on shoes","Not clearly mentioned","no","Transition from home to school","Avoidance or frustration","Not specified","Was the morning routine rushed or different than usual?","A simple morning checklist may help the child know what comes next.","transition difficulty","low","medium","low","train","yes","draft"
"25","v1","My child cried after being told to stop playing blocks and come to the table.","3-5","home","Caregiver told child to stop playing blocks and come to the table","Cried","Not clearly mentioned","no","Transition from preferred play to table activity","Frustration","Caregiver gave instruction","Was the child allowed to finish part of the block activity first?","Letting the child finish one small step before moving may help with transitions.","transition difficulty","low","medium","low","train","yes","draft"
"26","v1","My child dropped to the floor when it was time to leave the library.","3-5","library","It was time to leave the library","Dropped to the floor","Not clearly mentioned","no","Leaving a preferred public place","Frustration","Not specified","Was the child given a clear leaving routine?","Using the same leaving routine each time may make the transition more predictable.","transition difficulty","moderate","medium","low","train","yes","draft"
"27","v1","My child got upset when the playdate ended and the other child went home.","6-8","home","Playdate ended and the other child went home","Got upset","Not clearly mentioned","no","Ending a social play activity","Disappointment","Not specified","Was the ending of the playdate explained ahead of time?","A goodbye routine or planned next activity may help after a playdate ends.","transition difficulty","low","medium","low","train","yes","draft"
"28","v1","My child screamed when we moved from the toy aisle to the checkout line.","3-5","store","Moved from toy aisle to checkout line","Screamed","Not clearly mentioned","no","Transition away from preferred store area","Frustration","Not specified","Was the child told the shopping steps before entering the store?","A simple store plan may help, such as toys, then checkout, then car.","transition difficulty","moderate","medium","low","train","yes","draft"
"29","v1","My child refused to come inside after playing in the backyard.","6-8","home","It was time to come inside after backyard play","Refused to come inside","Not clearly mentioned","no","Transition from outdoor play to indoor activity","Frustration","Not specified","Was the child given a countdown before coming inside?","A timer or countdown may help the child prepare to come inside.","transition difficulty","low","easy","low","train","yes","draft"
"30","v1","My child cried when music class ended and it was time to walk to the car.","3-5","community class","Music class ended and it was time to walk to the car","Cried","Not clearly mentioned","no","Transition from class to leaving","Disappointment","Not specified","Was there a familiar closing routine after class?","A consistent after-class routine may help the child know what happens next.","transition difficulty","low","medium","low","train","yes","draft"
"31","v1","My child yelled after the bath ended because they wanted to keep playing with bath toys.","3-5","home","Bath ended while child wanted to keep playing with bath toys","Yelled","Not clearly mentioned","no","Transition from bath play to next routine step","Frustration","Not specified","Was the child told how many more minutes of bath play remained?","A bath countdown or last toy turn may help prepare for the end.","transition difficulty","low","medium","low","train","yes","draft"
"32","v1","My child became upset when we changed from free play to reading time.","6-8","home","Activity changed from free play to reading time","Became upset","Not clearly mentioned","no","Transition from preferred activity to structured task","Frustration","Not specified","Was reading time shown as part of the daily routine?","A visual routine may help show when play ends and reading begins.","transition difficulty","low","medium","low","train","yes","draft"
"33","v1","My child cried when it was time to leave the birthday party, but calmed after holding a balloon in the car.","3-5","birthday party","It was time to leave the birthday party","Cried","Calmed after holding a balloon in the car","yes","Leaving an exciting event","Disappointment followed by calming","Caregiver allowed child to hold balloon","What helped the child calm after leaving?","A small transition object may help some children move away from an exciting place.","transition difficulty","low","medium","low","validation","yes","draft"
"34","v1","My child refused to move from the couch to the dinner table until I showed the dinner routine card.","6-8","home","It was time to move from couch to dinner table","Refused to move","Moved after caregiver showed dinner routine card","yes","Transition to mealtime","Frustration or uncertainty","Caregiver showed routine card","Did the routine card help because it made the next step clear?","Showing the routine card before the transition may make it easier.","transition difficulty","low","medium","low","validation","yes","draft"
"35","v1","My child got upset when plans changed from going to the park to staying home because of rain.","6-8","home","Plans changed from park visit to staying home because of rain","Got upset","Not clearly mentioned","no","Unexpected change in plan","Disappointment","Not specified","Was the change explained with an alternative activity?","Offering a simple replacement activity may help when plans change.","transition difficulty","low","complex","medium","validation","yes","draft"
"36","v1","My child cried when it was time to leave the pool.","6-8","pool","It was time to leave the pool","Cried","Not clearly mentioned","no","Leaving a preferred water activity","Disappointment","Not specified","Was the child given a clear last swim or last turn warning?","A last-turn warning may help the child prepare to leave.","transition difficulty","low","easy","low","test","yes","draft"
"37","v1","My child refused to get out of the car after arriving at school.","6-8","school drop-off","Arrived at school","Refused to get out of the car","Not clearly mentioned","no","Transition from car to school","Anxiety or reluctance","Not specified","Was there something different about the school morning?","A predictable drop-off routine may support the transition into school.","transition difficulty","low","complex","medium","test","yes","draft"
"38","v1","My child screamed when I turned off the toy train and said it was cleanup time.","3-5","home","Toy train was turned off and caregiver said it was cleanup time","Screamed","Not clearly mentioned","no","Transition from play to cleanup","Frustration","Caregiver turned off toy train","Was the child warned before cleanup started?","A cleanup song or short warning may help signal the change.","transition difficulty","moderate","medium","low","test","yes","draft"
"39","v1","My child became upset after soccer practice ended and kept asking to play more.","6-8","sports field","Soccer practice ended","Became upset and kept asking to play more","Not clearly mentioned","no","Ending a preferred physical activity","Disappointment","Not specified","Was the end of practice explained before the final activity?","A final activity or closing routine may help mark the end clearly.","transition difficulty","low","medium","low","test","yes","draft"
"40","v1","My child cried when we left the museum even though we had talked about leaving soon.","9-12","museum","It was time to leave the museum after a warning","Cried","Not clearly mentioned","no","Leaving a preferred outing","Disappointment","Caregiver gave warning","Did the child know what would happen after leaving?","Pairing the warning with a clear next step may help the transition.","transition difficulty","low","medium","medium","test","yes","draft"
"41","v1","My child cried when asked to start homework after school.","6-8","home","Asked to start homework after school","Cried","Not clearly mentioned","no","Homework task demand","Frustration or tiredness","Not specified","Was the child tired, hungry, or needing a break after school?","A short break before homework may help the child transition into the task.","homework frustration","low","easy","low","train","yes","draft"
"42","v1","My child pushed the worksheet away when asked to write three sentences.","6-8","home","Asked to write three sentences","Pushed the worksheet away","Not clearly mentioned","no","Writing task demand","Frustration","Not specified","Was the writing task too long or difficult?","Breaking the writing task into smaller steps may help reduce frustration.","homework frustration","low","easy","low","train","yes","draft"
"43","v1","My child yelled after making a mistake on a math problem.","9-12","home","Made a mistake on a math problem","Yelled","Not clearly mentioned","no","Difficulty with academic error correction","Frustration","Not specified","How does the child usually respond to mistakes?","Reminding the child that mistakes are part of learning may help lower pressure.","homework frustration","low","medium","low","train","yes","draft"
"44","v1","My child refused to read the page when the book looked too long.","6-8","home","Book page looked too long","Refused to read the page","Not clearly mentioned","no","Reading task felt overwhelming","Frustration or avoidance","Not specified","Would a shorter section feel more manageable?","Covering part of the page or reading one paragraph at a time may help.","homework frustration","low","medium","low","train","yes","draft"
"45","v1","My child cried when the spelling words had to be copied twice.","6-8","home","Spelling words had to be copied twice","Cried","Not clearly mentioned","no","Repeated writing demand","Frustration","Not specified","Was the amount of writing difficult for the child?","A short break between writing rounds may help make the task feel smaller.","homework frustration","low","medium","low","train","yes","draft"
"46","v1","My child left the table after being asked to finish the last homework question.","6-8","home","Asked to finish the last homework question","Left the table","Not clearly mentioned","no","Sustained homework demand","Fatigue or frustration","Not specified","How long had the child been working before leaving the table?","Using a finish line reminder, such as one more question, may help when the task is nearly done.","homework frustration","low","medium","low","train","yes","draft"
"47","v1","My child threw the pencil when the math worksheet had many problems.","9-12","home","Math worksheet had many problems","Threw the pencil","Not clearly mentioned","no","Large task demand","Frustration or overwhelm","Not specified","Would fewer problems at a time help the child begin?","Showing only a few problems at once may help reduce overwhelm.","homework frustration","moderate","medium","low","train","yes","draft"
"48","v1","My child said this is too hard and put their head down during reading homework.","6-8","home","Reading homework felt hard","Put head down and said it was too hard","Not clearly mentioned","no","Academic task difficulty","Frustration or discouragement","Not specified","Which part of the reading task was hard?","Asking the child to point to the hard part may help identify where support is needed.","homework frustration","low","medium","low","train","yes","draft"
"49","v1","My child cried after being corrected during handwriting practice.","6-8","home","Corrected during handwriting practice","Cried","Not clearly mentioned","no","Correction during writing task","Frustration or embarrassment","Caregiver corrected handwriting","How was the correction given?","Balancing correction with praise for effort may help the child stay engaged.","homework frustration","low","medium","low","train","yes","draft"
"50","v1","My child refused to start the project because there were too many steps.","9-12","home","Project had many steps","Refused to start the project","Not clearly mentioned","no","Multi-step academic task","Overwhelm","Not specified","Would a simple checklist make the first step clearer?","Writing only the first two steps may help the child get started.","homework frustration","low","complex","medium","train","yes","draft"
"51","v1","My child yelled when asked to erase and redo a sentence.","6-8","home","Asked to erase and redo a sentence","Yelled","Not clearly mentioned","no","Redoing written work","Frustration","Not specified","Was redoing the work unexpected or upsetting?","Explaining why a small correction is needed may help reduce frustration.","homework frustration","low","medium","low","train","yes","draft"
"52","v1","My child cried when homework started right after a long school day.","6-8","home","Homework started right after a long school day","Cried","Not clearly mentioned","no","Homework after fatigue","Tiredness or frustration","Not specified","Did the child have time to rest before starting homework?","A short predictable rest period before homework may help.","homework frustration","low","medium","low","train","yes","draft"
"53","v1","My child pushed the book away but returned after choosing which page to read first.","6-8","home","Reading homework started","Pushed the book away","Returned after choosing which page to read first","yes","Reading task demand","Frustration followed by engagement","Caregiver offered a choice","Did having a choice help the child rejoin the task?","Offering limited choices may help the child feel more involved.","homework frustration","low","medium","low","validation","yes","draft"
"54","v1","My child refused math homework until the problems were covered except for one row.","9-12","home","Math homework showed many problems","Refused math homework","Started after only one row was visible","yes","Visual overwhelm from worksheet","Overwhelm","Caregiver covered part of the worksheet","Did seeing fewer problems help the child begin?","Reducing visual clutter may help make the task feel manageable.","homework frustration","low","medium","low","validation","yes","draft"
"55","v1","My child became upset during homework, but it was unclear if the problem was reading, writing, or being tired.","6-8","home","Homework was started","Became upset","Not clearly mentioned","no","Unclear homework-related difficulty","Frustration or tiredness","Not specified","Which part of homework seemed hardest today?","A follow-up note about the exact task may help identify patterns over time.","homework frustration","low","complex","high","validation","yes","draft"
"56","v1","My child cried when asked to correct missed spelling words.","6-8","home","Asked to correct missed spelling words","Cried","Not clearly mentioned","no","Correction task after mistake","Frustration","Not specified","Was the child upset about the correction or the writing itself?","Separating correction from rewriting may help understand the source of frustration.","homework frustration","low","medium","medium","test","yes","draft"
"57","v1","My child left the table when the homework timer started.","6-8","home","Homework timer started","Left the table","Not clearly mentioned","no","Start of homework routine","Avoidance or frustration","Not specified","Does the timer feel helpful or stressful to the child?","A gentle start routine may work better than a sudden timer for some children.","homework frustration","low","medium","medium","test","yes","draft"
"58","v1","My child tore the corner of the worksheet after being asked to finish writing answers.","9-12","home","Asked to finish writing answers","Tore the corner of the worksheet","Not clearly mentioned","no","Writing task demand","Frustration","Not specified","How long had the writing task continued before this happened?","Short writing intervals with breaks may help reduce frustration.","homework frustration","moderate","medium","low","test","yes","draft"
"59","v1","My child said they could not do it and cried before even looking at the homework page.","6-8","home","Homework page was presented","Said they could not do it and cried","Not clearly mentioned","no","Anticipation of difficult homework","Anxiety or discouragement","Not specified","Has this type of homework been difficult before?","Starting with one easy question may help build confidence.","homework frustration","low","complex","medium","test","yes","draft"
"60","v1","My child got upset after homework directions changed from drawing to writing sentences.","6-8","home","Homework directions changed from drawing to writing sentences","Got upset","Not clearly mentioned","no","Unexpected change in homework task","Frustration or uncertainty","Not specified","Was the change in directions explained clearly?","Showing the changed directions step by step may help reduce confusion.","homework frustration","low","complex","medium","test","yes","draft"
"61","v1","My child cried when it was time to start the bedtime routine.","3-5","home","It was time to start the bedtime routine","Cried","Not clearly mentioned","no","Transition to bedtime routine","Frustration or tiredness","Not specified","Was the bedtime routine started at the usual time?","A consistent bedtime routine may help the child know what comes next.","bedtime resistance","low","easy","low","train","yes","draft"
"62","v1","My child refused to put on pajamas after bath time.","3-5","home","Bath time ended","Refused to put on pajamas","Not clearly mentioned","no","Transition from bath to bedtime task","Frustration","Not specified","Was the child given a simple choice of pajamas?","Offering two pajama choices may help the child feel more involved.","bedtime resistance","low","easy","low","train","yes","draft"
"63","v1","My child yelled when I said it was time to brush teeth.","6-8","home","Caregiver said it was time to brush teeth","Yelled","Not clearly mentioned","no","Bedtime hygiene task","Frustration or avoidance","Caregiver gave instruction","Is toothbrushing usually difficult or only tonight?","A visual routine card may help show toothbrushing as one step before bed.","bedtime resistance","low","medium","low","train","yes","draft"
"64","v1","My child hid under the blanket when I turned off the bedroom light.","3-5","home","Bedroom light was turned off","Hid under the blanket","Not clearly mentioned","no","Change to dark room at bedtime","Fear or uncertainty","Caregiver turned off light","Does the child seem worried about the dark?","A small night light or calming bedtime phrase may help with the transition.","bedtime resistance","low","medium","medium","train","yes","draft"
"65","v1","My child kept asking for one more story after bedtime reading was finished.","3-5","home","Bedtime reading was finished","Kept asking for one more story","Not clearly mentioned","no","Ending preferred bedtime activity","Disappointment","Not specified","Was the number of stories explained before reading started?","Setting a clear story limit before reading may help reduce repeated requests.","bedtime resistance","low","easy","low","train","yes","draft"
"66","v1","My child cried after I said no more water because bedtime had already started.","6-8","home","Caregiver said no more water after bedtime started","Cried","Not clearly mentioned","no","Limit set during bedtime routine","Frustration","Caregiver set limit","Was water offered earlier in the routine?","Adding water as a planned routine step may help avoid repeated requests.","bedtime resistance","low","medium","medium","train","yes","draft"
"67","v1","My child ran out of the bedroom when it was time to lie down.","3-5","home","It was time to lie down","Ran out of the bedroom","Not clearly mentioned","no","Transition to staying in bed","Avoidance or excitement","Not specified","Was the child calm before entering the bedroom?","A short calming activity before bed may help prepare for lying down.","bedtime resistance","moderate","medium","low","train","yes","draft"
"68","v1","My child refused to stop playing with toys when bedtime started.","3-5","home","Bedtime started while child was playing with toys","Refused to stop playing with toys","Not clearly mentioned","no","Transition from play to bedtime","Frustration","Not specified","Was there a warning before toys were put away?","A cleanup countdown before bedtime may help prepare for the change.","bedtime resistance","low","easy","low","train","yes","draft"
"69","v1","My child cried when the bedtime song ended.","3-5","home","Bedtime song ended","Cried","Not clearly mentioned","no","Ending calming bedtime activity","Disappointment","Not specified","Does the child know what happens after the song?","Using the same closing phrase after the song may help signal the next step.","bedtime resistance","low","easy","low","train","yes","draft"
"70","v1","My child yelled after being told the tablet could not come into bed.","6-8","home","Caregiver said tablet could not come into bed","Yelled","Not clearly mentioned","no","Screen limit at bedtime","Frustration","Caregiver set screen boundary","Was the no-tablet rule explained before bedtime?","Keeping screens out of the bedtime routine may be easier when the rule is predictable.","bedtime resistance","low","medium","low","train","yes","draft"
"71","v1","My child cried because bedtime was earlier than usual after a busy day.","6-8","home","Bedtime was earlier than usual after a busy day","Cried","Not clearly mentioned","no","Change in usual bedtime schedule","Frustration or tiredness","Not specified","Was the earlier bedtime explained ahead of time?","Explaining schedule changes in simple words may help the child prepare.","bedtime resistance","low","complex","medium","train","yes","draft"
"72","v1","My child refused to leave the living room when it was time to go upstairs for bed.","6-8","home","It was time to go upstairs for bed","Refused to leave the living room","Not clearly mentioned","no","Transition from family space to bedroom","Frustration or reluctance","Not specified","Was the child engaged in a preferred activity before bedtime?","A predictable transition phrase may help signal that bedtime is starting.","bedtime resistance","low","medium","low","train","yes","draft"
"73","v1","My child cried during pajamas but calmed after choosing between two books.","3-5","home","Pajama time started","Cried","Calmed after choosing between two books","yes","Bedtime routine task","Frustration followed by calming","Caregiver offered book choice","Did having a small choice help the child settle?","Offering a limited choice during the routine may help cooperation.","bedtime resistance","low","medium","low","validation","yes","draft"
"74","v1","My child yelled when asked to brush teeth but completed it after seeing the bedtime chart.","6-8","home","Asked to brush teeth","Yelled","Completed toothbrushing after seeing bedtime chart","yes","Bedtime hygiene task","Frustration","Caregiver showed bedtime chart","Did the chart help because it showed the routine steps?","Showing the chart before giving the instruction may help prepare the child.","bedtime resistance","low","medium","low","validation","yes","draft"
"75","v1","My child became upset at bedtime, but it was unclear if they were scared, tired, or wanted more playtime.","3-5","home","Bedtime started","Became upset","Not clearly mentioned","no","Unclear bedtime-related difficulty","Fear, tiredness, or frustration","Not specified","What seemed to happen right before the child became upset?","Adding a short note about what happened before bedtime may help identify patterns.","bedtime resistance","low","complex","high","validation","yes","draft"
"76","v1","My child cried when asked to sleep without the hallway light on.","6-8","home","Asked to sleep without hallway light on","Cried","Not clearly mentioned","no","Change in bedtime comfort condition","Fear or uncertainty","Not specified","Does light level affect bedtime comfort?","A gradual change in lighting may help if the child is worried about darkness.","bedtime resistance","low","medium","medium","test","yes","draft"
"77","v1","My child left the bed several times after being tucked in.","6-8","home","Child was tucked in for bed","Left the bed several times","Not clearly mentioned","no","Difficulty settling after bedtime routine","Restlessness or avoidance","Not specified","What did the child ask for after leaving the bed?","A simple return-to-bed routine may help make expectations clear.","bedtime resistance","low","medium","medium","test","yes","draft"
"78","v1","My child threw a pillow when I said the bedroom door would stay partly closed.","6-8","home","Caregiver said bedroom door would stay partly closed","Threw a pillow","Not clearly mentioned","no","Change in bedtime boundary","Frustration or worry","Caregiver set door boundary","Was the door rule new or unexpected?","Explaining the door plan before bedtime may help reduce surprise.","bedtime resistance","moderate","medium","medium","test","yes","draft"
"79","v1","My child cried after a late nap and did not seem ready for bedtime.","3-5","home","Child had a late nap before bedtime","Cried and resisted bedtime","Not clearly mentioned","no","Sleep schedule change","Restlessness or frustration","Not specified","Did the late nap change the usual bedtime routine?","Tracking nap timing may help understand bedtime patterns.","bedtime resistance","low","complex","medium","test","yes","draft"
"80","v1","My child refused bedtime after visitors left later than usual.","6-8","home","Visitors left later than usual","Refused bedtime","Not clearly mentioned","no","Routine change before bedtime","Excitement or tiredness","Not specified","Was the evening routine different because of visitors?","A short reset routine after visitors leave may help the child settle.","bedtime resistance","low","complex","medium","test","yes","draft"
"81","v1","My child refused to sit at the table when dinner was served.","3-5","home","Dinner was served","Refused to sit at the table","Not clearly mentioned","no","Mealtime transition","Frustration or avoidance","Not specified","Was the child doing a preferred activity before dinner?","A short warning before dinner may help the child move to the table.","mealtime refusal","low","easy","low","train","yes","draft"
"82","v1","My child cried when asked to try a new vegetable.","3-5","home","Asked to try a new vegetable","Cried","Not clearly mentioned","no","New food was introduced","Discomfort or frustration","Not specified","Has the child tried this food before?","Offering a very small taste without pressure may make new foods feel less overwhelming.","mealtime refusal","low","medium","low","train","yes","draft"
"83","v1","My child pushed the plate away after seeing sauce on the pasta.","6-8","home","Saw sauce on the pasta","Pushed the plate away","Not clearly mentioned","no","Food appearance or texture concern","Discomfort","Not specified","Was the sauce expected or different from usual?","Keeping one familiar food on the plate may help when trying a changed food.","mealtime refusal","low","medium","low","train","yes","draft"
"84","v1","My child yelled when I said snack time was over and lunch was ready.","3-5","home","Snack time was over and lunch was ready","Yelled","Not clearly mentioned","no","Transition from snack to meal","Frustration","Caregiver said lunch was ready","Was the child told when snack time would end?","A simple snack-to-lunch routine may help the child know what comes next.","mealtime refusal","low","medium","low","train","yes","draft"
"85","v1","My child left the table after two bites of dinner.","6-8","home","Dinner had started","Left the table after two bites","Not clearly mentioned","no","Difficulty staying at meal","Avoidance or restlessness","Not specified","Was the child hungry before dinner?","A clear expectation such as sitting for a short time may help make mealtime predictable.","mealtime refusal","low","easy","medium","train","yes","draft"
"86","v1","My child cried when the preferred cup was not available at breakfast.","3-5","home","Preferred cup was not available at breakfast","Cried","Not clearly mentioned","no","Preferred item unavailable at meal","Disappointment","Not specified","Was the cup change explained before breakfast?","Preparing the child for small changes may help reduce surprise at meals.","mealtime refusal","low","medium","low","train","yes","draft"
"87","v1","My child refused breakfast after the cereal brand changed.","6-8","home","Cereal brand changed","Refused breakfast","Not clearly mentioned","no","Change in familiar food","Uncertainty or discomfort","Not specified","Did the cereal look, smell, or taste different?","Introducing changed foods slowly with a familiar option nearby may help.","mealtime refusal","low","medium","low","train","yes","draft"
"88","v1","My child covered their mouth when asked to taste soup.","3-5","home","Asked to taste soup","Covered their mouth","Not clearly mentioned","no","New or disliked food texture","Discomfort","Not specified","Was the soup texture or temperature uncomfortable?","Letting the child smell or look at the food first may reduce pressure.","mealtime refusal","low","medium","low","train","yes","draft"
"89","v1","My child threw a napkin when told there would be no dessert before dinner.","6-8","home","Told there would be no dessert before dinner","Threw a napkin","Not clearly mentioned","no","Limit set around dessert","Frustration","Caregiver set dessert limit","Was the dessert rule explained before the meal?","Stating the meal routine clearly may help reduce repeated negotiation.","mealtime refusal","moderate","medium","low","train","yes","draft"
"90","v1","My child refused to come to the table because they wanted to keep playing.","3-5","home","Child wanted to keep playing when meal started","Refused to come to the table","Not clearly mentioned","no","Transition from play to meal","Frustration","Not specified","Was there a warning before mealtime?","A countdown before meals may help the child prepare to stop playing.","mealtime refusal","low","easy","low","train","yes","draft"
"91","v1","My child cried when food touched on the plate.","6-8","home","Different foods touched on the plate","Cried","Not clearly mentioned","no","Food presentation concern","Discomfort or overwhelm","Not specified","Does the child usually prefer foods separated?","Using a divided plate may help if food touching is upsetting.","mealtime refusal","low","medium","low","train","yes","draft"
