"id","dataset_version","observation_text","age_group","setting","antecedent","behavior","consequence","consequence_present","possible_trigger","emotion_context","caregiver_response","suggested_followup_question","general_support_idea","category","risk_level","difficulty_level","ambiguity_level","split","synthetic_flag","review_status"
"611","v2","Child tried to stay home instead of going to school.","6-8","home","Child was reminded it was a school day.","Child cried and said they didn't want to go.","Child calmed down after discussing fun things to do at school.","yes","Desire for more playtime","Anxious","Offered a deal to do a fun activity after school.","How can we help with morning motivation?","Planning a reward for school days can provide motivation.","morning routine","moderate","medium","medium","validation","yes","draft"
"612","v2","Child locked themselves in their room during morning routine.","9-12","home","Child was asked to start getting ready.","Child locked the door and refused to come out.","Child finally unlocked the door and came out after a few minutes.","yes","Desire for control","Worried","Discussed feelings about morning routines after.","What can we do to improve our morning communication?","Creating a visual checklist can provide clarity.","morning routine","high","complex","high","validation","yes","draft"
"613","v2","Child insisted on wearing pajamas outside.","3-5","other-public","Child was getting ready to go outside.","Child argued about wearing outside clothes and wanted to stay in pajamas.","Child changed into appropriate clothes after a reminder.","yes","Preference for comfort","Stubborn","Gently encouraged the importance of dressing for the weather.","How can we encourage proper dressing?","Using fun clothing themes can help make choices easier.","morning routine","moderate","medium","medium","test","yes","draft"
"614","v2","Child was distracted by a show while getting dressed.","6-8","home","Child was given a time warning to dress for school.","Child kept asking for one more minute of the show instead of getting ready.","Child eventually turned off the show and got dressed.","yes","Enjoyment of the show","Frustrated","Set a timer for the end of the show next time.","How can we keep them on track during morning routines?","Incorporating favorite shows as rewards for finishing tasks can help.","morning routine","moderate","medium","medium","test","yes","draft"
"615","v2","Child refused to eat breakfast because it was a new food.","3-5","home","Child was offered a different kind of cereal.","Child pushed the bowl away and said they didn't want it.","Child eventually tried a spoonful after caregiver tasted it first.","yes","New food introduction","Curious","Modelled trying the food and encouraged them to taste.","What can we do about trying new foods?","Involving them in meal prep can increase willingness to try new foods.","morning routine","moderate","medium","medium","test","yes","draft"
"616","v2","Child had difficulty finding their backpack on the way to school.","9-12","school-classroom","Child was asked to get their things ready.","Child searched through several bags and got frustrated.","Child eventually found the backpack after looking with caregiver's help.","yes","Disorganization","Frustrated","Helped organize their things the night before.","What strategies can we implement for better organization?","Creating designated spots for school items can reduce chaos.","morning routine","moderate","medium","medium","test","yes","draft"
"617","v2","Child became upset when told they needed to wear a hat.","6-8","public-transport","Child was reminded to dress warmly for the weather.","Child argued and threw the hat on the ground.","Child picked the hat back up and put it on after talking about the cold.","yes","Cold weather","Concerned","Discussed the importance of staying warm.","How can we encourage compliance with clothing choices?","Using fun, colorful hats could entice them to wear them.","morning routine","moderate","medium","medium","test","yes","draft"
"618","v2","Child was asked to get dressed but took a long time looking for clothes.","3-5","home","Child was waking up and needed to change into clothes.","Child started playing with toys instead of getting dressed.","No consequence noted","no","Unfamiliar clothing layout","Focused on toys","Caregiver gently reminded to keep looking for clothes.","What clothes do you want to wear today?","Set a timer for getting dressed to encourage quicker action.","morning routine","low","easy","low","train","yes","draft"
"619","v2","Child was playing outside and was told it was time to come in for breakfast.","6-8","outdoor","Child was having fun playing with friends.","Child refused to come inside and continued to play.","Child finally came in after caregiver had to go outside and call them several times.","yes","Desire to keep playing","Happy but distracted","Caregiver went outside to help transition.","How can we make coming inside easier next time?","Establish a fun routine for coming inside.","morning routine","moderate","medium","medium","train","yes","draft"
"620","v2","Child was waiting to brush teeth but got distracted by a toy.","6-8","home","Child was asked to prepare for bed.","Child kept ignoring the request and continued to play with the toy.","Child finally put the toy down and walked to the bathroom after a few reminders.","yes","Interest in the toy","Engaged and distracted","Caregiver provided a countdown to brushing teeth.","What can we do to make brushing teeth more fun?","Create a visual schedule for bedtime activities.","morning routine","low","medium","low","validation","yes","draft"
"621","v2","Child was playing outside and climbed onto a fence.","9-12","outdoor","Child was feeling adventurous during playtime.","Child climbed higher on the fence than allowed.","Caregiver quickly went over and helped the child down safely.","yes","Need for excitement","Excited and brave","Caregiver explained the dangers and helped them down.","What are some safe ways to have fun outside?","Teach the child about safe climbing practices.","morning routine","high","complex","medium","test","yes","draft"
"622","v2","Child was at a store but ran off from the shopping cart.","9-12","public-store","Child was bored during shopping.","Child left the shopping cart to explore the store by themselves.","Caregiver found the child in another aisle after calling their name.","yes","Boredom in a long wait","Curious and adventurous","Caregiver discussed staying close in busy places.","How can we make shopping more engaging for you?","Plan engaging activities for store visits.","morning routine","moderate","complex","high","test","yes","draft"
