"id","dataset_version","observation_text","age_group","setting","antecedent","behavior","consequence","consequence_present","possible_trigger","emotion_context","caregiver_response","suggested_followup_question","general_support_idea","category","risk_level","difficulty_level","ambiguity_level","split","synthetic_flag","review_status"
"458","v2","Child was playing video games when loud sounds from outside interrupted them.","3-5","home","Loud outside sounds","Child paused the game and looked upset.","Child took a break and went to play with toys in another room.","yes","Loud outside sounds","Upset","Caregiver suggested playing in a quieter room.","What can help when distractions occur?","Create a quiet gaming space.","sensory overload","low","easy","low","train","yes","draft"
"459","v2","In a busy playground, the swings squeaked loudly as children played.","6-8","school-playground","Loud swings","Child yelled in frustration and began to stomp their feet.","Child moved away from the swings to the climbing area.","yes","Loud swings","Frustrated","Caregiver encouraged child to find another activity.","How do they feel about loud playground equipment?","Explore quieter play options.","sensory overload","low","easy","low","train","yes","draft"
"460","v2","In a busy restaurant, several families started laughing loudly.","9-12","public-restaurant","Loud laughter","Child looked around and then started to cover their ears.","Child finished their meal quickly and asked to leave.","yes","Loud laughter","Annoyed","Caregiver acknowledged the noise and suggested going outside.","What can they do when the noise is too much?","Discuss what to expect in busy places.","sensory overload","high","complex","high","validation","yes","draft"
"461","v2","Child was watching a movie, but someone in the room started talking loudly.","6-8","home","Loud talking","Child turned to the person and asked them to be quiet.","Child chose to mute the movie and ask for a break.","yes","Loud talking","Annoyed","Caregiver supported their choice to ask for quiet.","What makes it hard to focus on movies?","Encourage respectful communication during movies.","sensory overload","moderate","medium","medium","train","yes","draft"
"462","v2","During a family gathering, the music went from soft to very loud suddenly.","3-5","other-public","Loud music change","Child started to cry and cover their ears.","Child clung to a family member for comfort and calmed down.","yes","Loud music change","Startled","Caregiver held them close and turned down the volume.","How can they feel comfortable at gatherings?","Prepare them for changes in noise levels.","sensory overload","low","easy","low","train","yes","draft"
"463","v2","At the park, a dog barked loudly as they were playing.","6-8","outdoor","Loud barking","Child jumped and looked around nervously.","Child chose to sit on a bench for a while.","yes","Loud barking","Nervous","Caregiver stayed close and talked about the barking dog.","How do they handle sudden loud noises?","Discuss how to cope with unexpected sounds.","sensory overload","low","easy","low","train","yes","draft"
"464","v2","At a busy family reunion, many conversations were happening at once.","9-12","relative-home","Many conversations","Child shouted to be heard and then looked frustrated.","Child found a quieter corner to read a book.","yes","Many conversations","Frustrated","Caregiver waited for child to feel ready to join again.","What can help in busy family gatherings?","Encourage quiet activities during gatherings.","sensory overload","moderate","medium","medium","train","yes","draft"
"465","v2","Child was at a fair and became overwhelmed by all the people and sounds.","3-5","other-public","Crowded fair","Child pulled away from the crowd and started to cry.","Child asked to go home earlier than planned.","yes","Crowded fair","Overwhelmed","Caregiver agreed to leave early to help child feel safe.","What do they like about fairs?","Discuss what they enjoy and what to avoid.","sensory overload","high","complex","high","validation","yes","draft"
"466","v2","In a classroom, the teacher started an interactive game with loud sound effects.","6-8","school-classroom","Interactive game","Child frowned and put their hands over their ears.","Child decided to sit quietly at the back of the classroom.","yes","Interactive game","Uncomfortable","Caregiver later spoke to child about their feelings during games.","What can help them during noisy activities?","Find quieter alternatives to games.","sensory overload","moderate","medium","medium","train","yes","draft"
"467","v2","While waiting in line, music from another store was very loud and distracting.","9-12","public-store","Loud store music","Child began to tap their feet and looked annoyed.","Child asked to move away from the music.","yes","Loud store music","Annoyed","Caregiver suggested they take a walk to a quieter section.","What can they do when music is too loud?","Explore what sounds they enjoy or dislike.","sensory overload","low","easy","low","test","yes","draft"
"468","v2","Child became overwhelmed by loud noises during playtime with friends.","3-5","school-playground","Busy playground with many children playing.","Child covered ears and sat down on the ground.","Child started to play with sand quietly after a few minutes.","yes","Loud kids playing nearby","Feeling overwhelmed","Caregiver encouraged them to find a quieter spot.","What activities make them feel more comfortable?","Create a calm space in the playground for breaks.","sensory overload","low","easy","low","train","yes","draft"
"469","v2","Child struggled to focus on a lesson when multiple things were happening.","6-8","school-classroom","Teacher started a group activity with lots of movement.","Child fidgeted in their seat and occasionally looked around.","Child asked to move to a different seat where they felt less distracted.","yes","Group activity with many voices","Confused and distracted","Caregiver suggested they take deep breaths and refocus.","How do they prefer to learn in a busy environment?","Encourage a distraction-free learning area.","sensory overload","moderate","medium","medium","train","yes","draft"
"470","v2","Child seemed upset when shopping due to bright lights and loud music.","9-12","public-store","Entering a busy store with music playing.","Child squinted and rubbed eyes, then insisted on leaving the store.","Child calmed down when they stepped outside for fresh air.","yes","Bright store lights and loud sounds","Uncomfortable and anxious","Caregiver offered to finish shopping later when it's quieter.","What strategies can help them when going to busy places?","Plan shopping trips during quieter times.","sensory overload","moderate","medium","high","validation","yes","draft"
"471","v2","Child knocked over items at a table when they felt overwhelmed.","6-8","public-restaurant","Waiting for food in a crowded space.","Child stood up and started pushing things on the table.","Child stopped and helped clean up after the caregiver asked them to.","yes","Crowded restaurant with many noises and smells","Frustrated and restless","Caregiver redirected them to play with a toy.","What can distract them during waiting times?","Introduce calming activities for waiting periods.","sensory overload","high","complex","high","test","yes","draft"
"472","v2","Child became restless during a long car ride.","9-12","public-transport","Long ride with heavy traffic and few stops.","Child started tapping feet and looking out of the window.","Child was offered a game to play on the tablet and engaged with it.","yes","Boredom and being stuck in traffic","Impatient and seeking stimulation","Caregiver suggested a fun game to play together.","What activities can we prepare for long trips?","Create a travel kit with fun distractions.","sensory overload","low","medium","medium","test","yes","draft"
