"id","dataset_version","observation_text","age_group","setting","antecedent","behavior","consequence","consequence_present","possible_trigger","emotion_context","caregiver_response","suggested_followup_question","general_support_idea","category","risk_level","difficulty_level","ambiguity_level","split","synthetic_flag","review_status"
"311","v2","After watching a show, child immediately asked for snacks.","3-5","home","Child was watching a favorite cartoon after school.","Child jumped off the couch and said, 'I’m hungry!' while heading to the kitchen.","No consequence noted","desire for a snack after watching","Eager for food","Caregiver encouraged healthy choices and involved the child in snack prep.","What healthy snacks do you want?","Encouraging healthy eating habits","screen-time ending","low","easy","low","train","yes","draft",""
"312","v2","Child locked the door during screen time and wouldn't let anyone in.","9-12","home","Child was watching a movie alone in their room.","Child said, 'I need my space!' and locked the door when asked to join family.","Caregiver calmly unlocked the door and discussed sharing space with family.","yes","Isolation during screen time","Desiring privacy","Caregiver suggested a family movie time together.","How can we enjoy our time together?","Discussing boundaries and space","screen-time ending","high","complex","high","train","yes","draft"
"313","v2","Child started playing with the game console after the timer went off.","6-8","relative-home","Child was allowed screen time while visiting relatives.","Child said, 'Just one more game!' and pressed the start button.","Caregiver turned off the console and redirected to board games.","yes","Timer ending","Determined to continue playing","Caregiver encouraged switching activities for family time.","What games do you like to play with family?","Fostering engagement during family visits","screen-time ending","moderate","medium","medium","validation","yes","draft"
"314","v2","Child shouted when the video stopped without warning.","3-5","public-transport","Child was watching a short video while waiting for the bus.","Child yelled, 'No! Not yet!' and looked around confused.","Caregiver reassured the child and suggested singing a song together.","yes","Sudden stop of video","Surprised by the end","Caregiver introduced a fun singing game to keep spirits up.","What song do you want to sing?","Finding fun alternatives during waiting times","screen-time ending","low","medium","low","validation","yes","draft"
"315","v2","Child tried to sneak another episode on the tablet after screen time.","9-12","public-transport","Child was watching a series during the ride home.","Child reached for the tablet while saying, 'Just one more episode!' when asked to stop.","Caregiver reminded about the rules and suggested reading instead.","yes","Sneaking additional screen time","Playful about the rules","Caregiver reinforced the importance of following rules.","What book are you interested in reading?","Encouraging following rules around screen time","screen-time ending","moderate","medium","medium","validation","yes","draft"
"316","v2","Child was reluctant to turn off the screen and walked away slowly.","6-8","school-classroom","Child was using a tablet for group learning.","Child said, 'I need just a little more time!' and walked to the corner of the room.","Caregiver encouraged the child to join the group for discussion.","no","Completion of learning session","Reluctant about stopping","Caregiver reinforced the importance of group participation.","What did you learn today?","Encouraging engagement in group activities","screen-time ending","low","medium","low","test","yes","draft"
"317","v2","During the transition from screen time, child became quiet and withdrawn.","9-12","other-public","Child was watching videos on a family outing.","Child sat silently and looked at the ground when asked to stop watching.","Child later joined the family activity after a gentle nudge.","yes","Request to stop watching","Withdrawn about participation","Caregiver gently engaged the child in conversation about their interests.","How do you feel about our outing?","Encouraging social interaction after screen time","screen-time ending","moderate","medium","medium","test","yes","draft"
"318","v2","Child climbed onto a high shelf to reach the tablet after screen time was over.","9-12","home","Child finished watching a show and wanted to keep the tablet.","Child said, 'I can get it myself!' and tried to climb.","Caregiver safely intervened and explained why they shouldn't climb.","yes","Attempt to climb for a device","Overly determined to keep the device","Caregiver emphasized safety regarding climbing and reaching.","What safety rules do we need to follow?","Discussing safety around devices","screen-time ending","high","complex","high","test","yes","draft"
"319","v2","Child quickly turned off the tablet and walked away cheerfully.","3-5","daycare","Child was watching a video during playtime.","Child smiled and said, 'All done!' before moving on to toys.","No consequence noted","end of playtime","Happy about switching activities","Caregiver praised the child for their transition.","What do you feel like playing now?","Promoting positive transitions","screen-time ending","low","easy","low","test","yes","draft",""
"320","v2","Child started to crumple papers in frustration when asked to stop screen time.","6-8","school-classroom","Child was using a tablet for schoolwork.","Child crumpled the paper and said, 'I don't want to stop!' when told to end.","Child began to participate in group discussion after a timeout.","yes","Request to stop screen time","Frustrated about an assignment","Caregiver reassured the child and redirected focus to group work.","How can we work through our frustrations together?","Helping manage emotions in group settings","screen-time ending","moderate","medium","medium","test","yes","draft"
"321","v2","Child started waving goodbye to the screen after time was up.","3-5","home","Caregiver announced it was time to turn off the tablet.","Child put down the tablet and went to play with blocks.","No consequence noted","no","Routine transition from screen time to playtime.","happy","Caregiver praised the child for a great choice.","What activities would you like to do next?","Let's set a timer for your next screen time.","screen-time ending","low","easy","low","train","yes","draft"
"322","v2","Child began arguing about finishing their show when it was time to end.","6-8","public-restaurant","Caregiver said it was time to leave the table.","Child insisted on watching one more episode and raised their voice.","No consequence noted","no","Desire to watch more before leaving.","frustration","Caregiver suggested a new game to play outside.","How can we make waiting more fun?","Have we set limits for screen time?","screen-time ending","moderate","medium","medium","train","yes","draft"
"323","v2","Child threw the remote across the room when asked to turn off the TV.","9-12","home","Caregiver requested the TV be turned off after movie time.","Child reacted by throwing the remote and yelling.","Child sat silently in the corner after throwing the remote.","yes","Frustration with the transition from screen to other activities.","angry","Caregiver took a deep breath and asked if the child wanted to talk about it.","What made you feel that way?","Let's think of other fun things we can do together.","screen-time ending","high","complex","high","train","yes","draft"
"324","v2","Child hopped off the couch and walked to the door as soon as the show ended.","6-8","other-public","Caregiver ended the screen time for the day.","Child stood up excitedly and ran towards the door.","Child opened the door and waited outside.","no","Ready to leave the indoor space after screen time.","eager","Caregiver reminded them to put on shoes before going outside.","What do you want to do first outside?","Let's set a plan for your outdoor play.","screen-time ending","low","easy","low","train","yes","draft"
"325","v2","Child asked for more playtime after finishing their game.","3-5","daycare","Caregiver said it was time to clean up.","Child begged for just five more minutes.","Child picked up toys willingly after being reminded of the next activity.","yes","Transition to a new activity after screen time.","curious","Caregiver encouraged them by suggesting a fun story time.","What other games do you enjoy?","What snacks would be good after story time?","screen-time ending","low","medium","low","train","yes","draft"
"326","v2","Child ignored the request to turn off the tablet and continued playing.","9-12","school-classroom","Caregiver announced that it was time to switch activities.","Child kept playing and turned away from the teacher.","Child finally turned it off and joined the group activity after a few reminders.","yes","Delayed response but eventually complied with the request.","bored","Caregiver provided options for the next activity.","What did you enjoy most about the game?","How do you feel about group activities?","screen-time ending","moderate","medium","medium","train","yes","draft"
"327","v2","Child attempted to climb on the kitchen counter to reach a tablet.","6-8","home","Caregiver stated it was time to end the screen session.","Child climbed onto the counter and tried to grab the tablet.","Caregiver quickly redirected them to sit down safely.","yes","Child moved to an unsafe location to retrieve the item.","concerned","Caregiver calmly explained safety rules regarding climbing.","What can we do to stay safe in the kitchen?","Let's talk about safe places to play.","screen-time ending","high","complex","high","train","yes","draft"
"328","v2","Child sulked and refused to help clean up after screen time.","9-12","public-store","Caregiver said it was time to finish the game.","Child sat with their arms crossed and stared at the floor.","Child reluctantly started picking up after being asked again.","yes","Child became engaged after initial resistance.","disappointed","Caregiver offered to help with the clean-up.","What part did you like best about the game?","How can we make clean-up easier?","screen-time ending","moderate","medium","medium","train","yes","draft"
"329","v2","Child started crying when it was time to stop playing.","3-5","relative-home","Caregiver announced it was the end of screen time.","Child cried and called for more time.","Child calmed down after the caregiver offered to read a book.","yes","Child shifted their focus to a different activity with support.","sad","Caregiver provided comfort and options for other fun activities.","What story do you want to hear?","How can we make reading time special?","screen-time ending","low","easy","low","train","yes","draft"
"330","v2","Child was reluctant to leave the playground after screen time.","3-5","school-playground","Caregiver reminded it was time to go home.","Child kept looking back at the swings and walking slowly.","Child picked up speed after seeing a friend join them.","yes","Child was motivated by peer interaction to leave.","playful","Caregiver encouraged them with fun plans for later.","What fun things do you want to do after?","How about drawing what you saw at the playground?","screen-time ending","low","medium","low","train","yes","draft"
"331","v2","Child loudly protested when it was time to stop using the tablet.","6-8","home","Caregiver indicated it was time to turn off the device.","Child shouted and stamped their feet in frustration.","Child eventually took a deep breath and sat down at the table.","yes","Child calmed down and transitioned to the next task with guidance.","frustrated","Caregiver provided a calming strategy to ease the transition.","What can help you feel better during changes?","Shall we create a countdown for screen time?","screen-time ending","moderate","medium","medium","train","yes","draft"
"332","v2","Child slipped away from the caregiver to stay on the playground after screen time.","9-12","public-playground","Caregiver said it was time to leave the park.","Child ran to hide behind the climbing structure.","Caregiver found them and brought them to the car after a search.","yes","Child was out of sight, causing concern for safety.","worried","Caregiver reinforced the need to stay together.","Why did you choose to hide instead of coming right away?","How can we stay safe while having fun?","screen-time ending","high","complex","high","train","yes","draft"
"333","v2","Child pushed their friend when asked to leave the game.","6-8","school-classroom","Caregiver said it was time to gather belongings.","Child showed frustration and shoved a peer aside.","Child apologized after being redirected by the caregiver.","yes","Child recognized the need to make amends after a conflict.","embarrassed","Caregiver facilitated a discussion about sharing and kindness.","How can we handle disagreements better?","What do you think would have been a better choice?","screen-time ending","moderate","medium","medium","train","yes","draft"
"334","v2","Child stayed at the table and started doodling when screen time ended.","9-12","public-restaurant","Caregiver announced the end of screen time.","Child shifted to drawing instead of leaving immediately.","Child engaged happily in art until the food arrived.","no","Positive transition to another activity after screen time.","content","Caregiver encouraged creativity and praised the drawings.","What else can you create while waiting?","Should we ask for more paper to draw on?","screen-time ending","low","easy","low","train","yes","draft"
"335","v2","Child covered their eyes and ignored the caregiver's request to stop playing.","3-5","home","Caregiver told the child it was time to turn off the TV.","Child laid on the couch and refused to move or respond.","Child sat up and turned off the TV after a gentle reminder.","yes","Child complied after the caregiver used a calm approach.","silly","Caregiver offered a fun distraction to ease the transition.","What fun game can we play together now?","How about a dance party?","screen-time ending","low","easy","low","train","yes","draft"
"336","v2","Child tried to sneak back to the screen after being told to stop.","9-12","home","Caregiver indicated it was time to stop screen time.","Child tiptoed back towards the device with a grin.","Caregiver caught them and reminded about the rules, leading to a discussion.","yes","Child engaged in conversation about rules and choices.","playful","Caregiver encouraged open communication about screen time limits.","How can we work together on screen time?","What other fun activities can we explore?","screen-time ending","moderate","medium","medium","train","yes","draft"
"337","v2","Child asked repeatedly to keep watching their favorite show.","6-8","public-store","Caregiver said they needed to move on with their day.","Child kept asking for just one more episode.","Child finally agreed to help carry the groceries as a distraction.","yes","Child transitioned by focusing on another task.","cooperative","Caregiver encouraged teamwork and involvement.","What can we do to make shopping more fun?","What else do you enjoy doing with your time?","screen-time ending","low","medium","low","train","yes","draft"
"338","v2","Child refused to come inside when called for dinner.","6-8","outdoor","Caregiver indicated it was time to eat.","Child remained outside, playing with a toy.","Child eventually joined for dinner after the caregiver offered dessert later.","yes","Child responded positively to a potential reward.","excited","Caregiver encouraged them with an incentive for coming inside.","What would make you want to come in right now?","How about a treat after dinner?","screen-time ending","moderate","medium","medium","train","yes","draft"
"339","v2","Child began to cry when asked to stop playing a game on the tablet.","3-5","daycare","Caregiver announced the end of screen time for the day.","Child cried and tried to hide the tablet behind their back.","Child calmed down after the caregiver offered to play their favorite game next.","yes","Child shifted focus upon reassurance from the caregiver.","sad","Caregiver comforted them and offered alternatives.","What activity would you like to do after this?","Shall we play a game together?","screen-time ending","low","easy","low","train","yes","draft"
"340","v2","Child began throwing toys when the screen time ended.","6-8","public-transport","Caregiver indicated they needed to stop playing games.","Child reacted by tossing a small toy onto the floor.","Child picked up their toy and joined the caregiver after a brief talk.","yes","Child calmed down and returned to more appropriate behavior.","frustrated","Caregiver discussed ways to express feelings without acting out.","What can we do instead of throwing things?","How can we express our feelings better?","screen-time ending","moderate","medium","medium","train","yes","draft"
"341","v2","Child continued to play on the tablet without responding to requests to turn it off.","3-5","home","Caregiver asked child to end screen time for dinner.","Child ignored requests and kept playing on the tablet.","Child finally put the tablet down and joined for dinner after caregiver showed the food.","yes","Tablet was very engaging.","Caregiver remained calm and repeated the request.","What activities can we do together after screen time?","Encourage alternative activities after screen time is over.","screen-time ending","low","medium","medium","train","yes","draft",""
"342","v2","Child was watching a show and became upset when it was time to stop.","6-8","public-restaurant","Lunch was served and it was time to end screen time.","Child protested loudly, asking to finish one more episode.","Child eventually turned off the device and started eating lunch.","yes","Child wanted to see the end of a favorite episode.","Caregiver explained it was time to eat and offered a distraction with food.","How can we make transitions smoother at home?","Offer visual timers to help with transitions from screen time.","screen-time ending","moderate","medium","medium","train","yes","draft",""
"343","v2","Child was playing a video game and was instructed to stop when friends arrived.","9-12","school-classroom","Friends came over after school.","Child initially resisted and asked to keep playing.","Child turned off the game and greeted friends after a short negotiation.","yes","Child wanted to play with friends instead.","Caregiver encouraged them to socialize and suggested a group game.","What games can we play together next time?","Encourage group activities that include everyone.","screen-time ending","low","medium","low","train","yes","draft",""
"344","v2","Child was happily watching videos when it was time to leave for a family visit.","6-8","public-store","It was time to leave for an outing.","Child threw the tablet on the couch and ran to the door.","Child picked up their shoes and left with the family after a countdown.","yes","Child was excited about the outing.","Caregiver counted down the time and offered to take the tablet with them.","How can we make leaving less stressful?","Use countdowns to prepare for transitions.","screen-time ending","low","easy","low","train","yes","draft",""
"345","v2","Child was engrossed in a show and did not notice it was time for bed.","9-12","home","Bedtime routine was starting.","Child kept asking for 'just five more minutes'.","Child eventually turned off the TV and went to bed after a timer went off.","yes","Child wanted to finish the episode.","Caregiver set a timer and offered to read a story afterward.","What can we do to help them wind down before bed?","Establish a calming night routine after screen time.","screen-time ending","moderate","medium","medium","validation","yes","draft",""
"346","v2","Child was playing a game outside when it was time to come inside for dinner.","3-5","outdoor","Dinner was ready and it was getting dark outside.","Child ran away from the house and hid behind a tree.","Child came inside after caregiver gently called them and explained dinner was ready.","yes","Child was enjoying the game and didn't want to stop.","Caregiver used a fun voice to call them in and promised a treat for coming inside.","How can we encourage them to transition inside?","Make coming inside a fun experience with rewards.","screen-time ending","high","complex","high","test","yes","draft",""
"347","v2","Child was watching cartoons in the living room but refused to pause for a family activity.","6-8","relative-home","Family game night was about to start.","Child shouted that they didn't want to stop watching.","Child eventually turned off the TV and joined the family after caregiver offered to play their favorite game.","yes","Child was focused on the TV.","Caregiver offered to let them choose the first game after joining.","What are some activities that they enjoy doing with family?","Involve them in choosing family activities to keep them engaged.","screen-time ending","moderate","medium","medium","test","yes","draft",""
