"id","dataset_version","observation_text","age_group","setting","antecedent","behavior","consequence","consequence_present","possible_trigger","emotion_context","caregiver_response","suggested_followup_question","general_support_idea","category","risk_level","difficulty_level","ambiguity_level","split","synthetic_flag","review_status"
"563","v2","Child was at the park and refused to leave the swings after being called.","6-8","public-playground","Transitioning to another activity","Ignored requests and continued swinging.","Child finally got off when promised a fun activity next.","high","Enjoyment of the swings","Not ready to transition","Provided a fun incentive to leave.","How can we make transitions smoother?","Use visuals for activities and transitions.","waiting / turn-taking","high","complex","medium","validation","yes","draft"
"564","v2","Child was waiting to eat at a restaurant and began to pull on the tablecloth.","3-5","public-restaurant","Long wait for food","Pulled on the tablecloth, causing items to slide off.","Child was reminded to keep hands to themselves and play quietly.","yes","Boredom and impatience","Restless during the wait","Redirected to draw on the napkins.","How can we manage waiting in restaurants?","Bring crayons and paper for drawing.","waiting / turn-taking","low","easy","low","validation","yes","draft"
"565","v2","Child was in a group activity and kept jumping ahead in the line.","6-8","school-classroom","Participating in a craft","Jumped ahead to grab supplies before others.","Child was gently reminded to wait for their turn.","yes","Excitement about the activity","Eager to start crafting","Reinforced taking turns with supplies.","What strategies can we use to encourage turn-taking?","Create a visual queue for turns during activities.","waiting / turn-taking","moderate","medium","medium","validation","yes","draft"
"566","v2","Child was in a playgroup and kept interrupting others during storytelling.","3-5","daycare","Listening to a story","Interrupted with comments and questions before others spoke.","Child was guided to wait until others finished.","yes","Eager to participate","Excited about the story","Promoted taking turns in sharing ideas.","How can we help them practice waiting their turn to speak?","Use a talking toy to pass around.","waiting / turn-taking","low","easy","low","validation","yes","draft"
"567","v2","Child was at a family gathering and kept trying to take snacks from the table.","6-8","relative-home","Snacks were served","Tried to grab snacks before others had a chance.","Child was reminded to wait for everyone to be served first.","yes","Hunger and excitement about food","Eager to eat snacks","Reinforced the importance of waiting for turns at family events.","What can we do to teach patience at meals?","Establish a waiting rule for snacks during gatherings.","waiting / turn-taking","low","medium","medium","test","yes","draft"
"568","v2","During snack time, child waited patiently for their turn to pick a snack from the bowl.","3-5","daycare","Snack time was announced.","Child raised their hand to signal they wanted a turn.","Child took a piece of fruit after their turn was called.","yes","Hunger","Excited","Encouraged child to keep waiting patiently.","What snacks do you want to try next time?","Praise children for waiting their turn during group activities.","waiting / turn-taking","low","easy","low","train","yes","draft"
"569","v2","On the playground, child watched peers play on the swings.","6-8","school-playground","Other children were swinging and laughing.","Child stood nearby, waiting for a swing to open up.","No consequence noted","no","Desire to play","Curious","Suggested they ask a friend to play tag instead.","How did it feel to wait for the swing?","Encourage children to engage in alternative games while waiting for their turn.","waiting / turn-taking","low","medium","medium","train","yes","draft"
"570","v2","At a public restaurant, child wanted to play with the menu instead of waiting for food.","9-12","public-restaurant","Food was taking longer than expected to arrive.","Child started flipping the menu loudly and fidgeting in their chair.","Child began to focus on the coloring page after the caregiver suggested it.","yes","Hunger","Frustrated","Redirected the child to a fun activity they could do while waiting.","Would a snack make waiting easier?","Offer quiet activities to help children manage waiting times.","waiting / turn-taking","moderate","medium","medium","validation","yes","draft"
"571","v2","While shopping, child suddenly ran ahead to look at a toy display, leaving the caregiver behind.","6-8","public-store","Saw a toy that excited them.","Child dashed away, ignoring the caregiver’s call to stop.","Child returned to the caregiver after they called their name multiple times.","yes","Excitement","Playful","Gently reminded the child about safety in stores.","How can we make sure to stay close next time?","Discuss boundaries and safety while out together.","waiting / turn-taking","high","complex","high","test","yes","draft"
"572","v2","In the school classroom, child waited for three friends to finish before they could all start a game together.","9-12","school-classroom","Friends were finishing a task before playtime.","Child sat quietly at their desk, looking at the clock.","Child initiated a group discussion about the game as soon as everyone was ready.","yes","Anticipation","Eager","Praised the child for being patient and waiting for everyone.","What game do you think everyone will enjoy?","Encourage collaboration and patience in group settings.","waiting / turn-taking","low","medium","low","train","yes","draft"
