"id","dataset_version","observation_text","age_group","setting","antecedent","behavior","consequence","consequence_present","possible_trigger","emotion_context","caregiver_response","suggested_followup_question","general_support_idea","category","risk_level","difficulty_level","ambiguity_level","split","synthetic_flag","review_status"
"434","v2","During dinner, child threw their food on the floor when asked to eat.","3-5","home","Dinner time","Child yelled and kicked their feet under the table.","Child was sent to their room for a timeout.","yes","Dislike for the food","Angry","Caregiver explained the need to eat.","How can I manage meal-time behaviors?","Discuss feelings about certain foods in a calm moment.","mealtime refusal","high","complex","high","validation","yes","draft"
"435","v2","While shopping, child insisted they only wanted cookies instead of the healthy snack offered.","6-8","public-store","Grocery shopping","Child clung to the cart and refused to walk.","Child ended up with the cookies and skipped the snack.","yes","Seeing cookies on display","Determined","Caregiver negotiated for a cookie after eating other snacks.","What can help align their choices with healthy ones?","Discuss healthy snacks at home before shopping.","mealtime refusal","moderate","medium","medium","test","yes","draft"
"436","v2","At the playground, child refused to come back to the picnic area for lunch.","6-8","school-playground","Lunchtime approached","Child continued playing and ignored calls to come over.","Caregiver had to go retrieve them for lunch.","yes","Excited playtime","Happy but distracted","Caregiver reminded them that lunch was waiting.","How can we make lunchtime more appealing?","Incorporate games during the transition to lunch.","mealtime refusal","moderate","medium","high","test","yes","draft"
"437","v2","At home, child pushed their plate away and said they were done.","9-12","home","Dinner was served","Child crossed their arms and looked away.","Child sat quietly but did not eat anything else.","no consequence noted","no","Feeling full","Neutral","Caregiver asked if they wanted dessert instead.","What can I do if they claim to be done eating?, Have conversations about hunger levels during meals.","mealtime refusal","low","easy","low","test","yes","draft"
"438","v2","During a family outing, child walked away from the table and said they weren't hungry anymore.","9-12","public-restaurant","Food was served","Child got up and started exploring the restaurant.","Caregiver had to follow and bring them back to sit.","yes","Distraction from surroundings","Curious","Caregiver talked about finishing dinner first.","How can we balance exploring and eating?","Set clear expectations about mealtime behaviors before outings.","mealtime refusal","moderate","medium","high","test","yes","draft"
"439","v2","At a relative's house, child looked at their food and said it was yucky.","3-5","relative-home","Food was served","Child made a face and pushed the plate away.","No consequence noted","no","New food appearance","Unsure","Caregiver offered a taste test of the food.","What foods do they usually enjoy?","Use positive language about trying new things.","mealtime refusal","low","easy","low","test","yes","draft"
"440","v2","During lunch at school, child said they didn't want to eat their sandwich.","6-8","school-classroom","Lunch was served","Child took out a snack but didn't touch the sandwich.","Child later shared their snack with a friend.","yes","Not wanting to eat what was packed","Social","Caregiver talked about different lunch options.","What can I pack that they will enjoy?","Encourage them to help prepare lunch for the next day.","mealtime refusal","low","medium","medium","test","yes","draft"
"441","v2","At a public restaurant, child insisted on eating dessert first.","9-12","public-restaurant","Menu was presented","Child said they wouldn't eat anything else until dessert was served.","Caregiver allowed them to order dessert after the meal.","yes","Desire for sweets","Excited","Caregiver explained the order of meals.","How can we discuss meal structure?","Engage in positive discussions about meal routines.","mealtime refusal","low","medium","medium","test","yes","draft"
"442","v2","While waiting for lunch in a crowded restaurant, child began to wander away from the table.","9-12","public-restaurant","Lunch was delayed","Child moved towards the exit area.","Caregiver had to gently pull them back and remind them to stay at the table.","yes","Crowded space and noise","Slightly anxious","Caregiver reassured them about staying close.","How can I help them feel more secure in busy places?","Practice staying close during outings.","mealtime refusal","high","complex","high","test","yes","draft"
"443","v2","Child refused to eat the vegetables offered at dinner and pushed the plate away.","3-5","home","Dinner time approach","Child yelled, 'I don't want this!' and started crying.","Child calmed down after caregiver offered a different food, like fruit.","yes","Change in food texture","Frustration about meal options","Caregiver suggested a fun way to eat the veggies.","What foods does your child enjoy the most?","Engaging children in meal preparation can increase willingness to try new foods.","mealtime refusal","low","medium","low","train","yes","draft"
"444","v2","Child sat at the table but did not take a single bite of lunch despite repeated encouragement.","6-8","school-classroom","Lunchtime arrival","Child stared blankly at the food and pushed the tray away.","No consequence noted","no","Peer influence from friends","Disinterest in the food choice","Caregiver reminded the child about the importance of eating for energy.","What changes can help make lunch more appealing?","Encouraging children to choose their own lunch options can boost their interest.","mealtime refusal","moderate","medium","medium","train","yes","draft"
"445","v2","Child started to play with food during a family meal and ignored requests to eat.","9-12","public-restaurant","Food was served at the table","Child began stacking the fries into a tower and laughing.","Child eventually stopped and began eating when asked to choose his favorite item.","yes","Fun presentation of food","Excitement about eating out","Caregiver calmly set a timer for eating before playtime.","How can we make mealtime fun yet structured?","Setting clear expectations for mealtime behavior can help.","mealtime refusal","low","easy","low","validation","yes","draft"
"446","v2","Child refused to leave the playground to have dinner, stating they were not hungry.","6-8","school-playground","Transition from play to meal","Child started running away from the caregiver when called.","Caregiver had to follow and remind child about mealtime, leading to tears when caught.","high","Desire to continue play","Frustration with transitioning","Caregiver offered to play a short game before dinner as a compromise.","What strategies work best for transitioning your child from play to meals?","Using a fun transition activity can ease the shift from playtime to mealtime.","mealtime refusal","high","medium","medium","test","yes","draft"
"447","v2","Child became upset and refused to eat when they saw their least favorite food on the plate.","9-12","public-restaurant","Food delivery at the table","Child pushed the plate away and said, 'I won't eat that!' loudly.","No consequence noted","no","Sighting of disliked food","Displeasure about food choices","Caregiver suggested they try one bite before deciding.","What are some alternatives your child might be open to trying?","Offering choices can help children feel more in control during mealtimes.","mealtime refusal","moderate","medium","high","test","yes","draft"
