"id","dataset_version","observation_text","age_group","setting","antecedent","behavior","consequence","consequence_present","possible_trigger","emotion_context","caregiver_response","suggested_followup_question","general_support_idea","category","risk_level","difficulty_level","ambiguity_level","split","synthetic_flag","review_status"
"683","v2","Child arrived late to a sports practice.","9-12","other-public","Traffic delays","Child complained and sat on the bench refusing to participate.","Child joined practice after being reassured about catching up on missed drills.","yes","Change in routine","Annoyance","Caregiver encouraged participation and reminded to stay engaged.","What can we do to manage time better next time?","Review traffic patterns before events.","routine change","moderate","medium","validation","","yes","draft"
"684","v2","Child was asked to put away groceries after shopping.","3-5","public-store","Grocery shopping completed","Child started playing with the empty boxes instead of helping.","Child helped after a game was introduced to see who could put away items faster.","yes","Playing with boxes","Playfulness","Caregiver made it a fun activity.","How can we encourage them to help with chores?","Incorporate games into chores.","routine change","low","easy","train","","yes","draft"
"685","v2","Child was reminded to start their homework after dinner.","6-8","home","Dinner finished","Child complained that they were tired and wanted to play video games instead.","Child started homework after caregiver offered to set a timer for playtime after.","yes","Desire to play","Tiredness","Caregiver compromised with a playtime reward.","What strategies work best for motivating homework?","Set a routine for homework and play.","routine change","low","medium","medium","train","yes","draft"
"686","v2","Child was asked to leave a crowded event.","6-8","other-public","Event was ending","Child began wandering away from caregiver towards the exit without looking back.","Child responded to being called back and stayed close after a gentle reminder.","yes","Distraction from the crowd","Overwhelm","Caregiver used a calm voice to guide them back.","What strategies can we use in crowded places?","Practice staying close in busy environments.","routine change","high","medium","medium","validation","yes","draft"
"687","v2","Child had to change from their favorite shirt for an event.","9-12","public-restaurant","Event outing","Child refused to change and insisted on wearing the shirt.","Child finally agreed to wear a different shirt after discussing why it was important.","yes","Preference for clothing","Frustration","Caregiver explained the dress code for the event.","What can we do to help with clothing choices?","Offer options within the dress code.","routine change","moderate","medium","low","test","yes","draft"
"688","v2","Child was asked to quiet down in the library.","6-8","public-store","Quiet environment","Child started to whisper loudly and giggle with friends.","Child quieted down after being reminded of the library rules.","yes","Fun with friends","Excitement","Caregiver reminded them of the need for quiet in the library.","How can we remind them of library behavior?","Discuss rules before visits to similar places.","routine change","low","easy","test","","yes","draft"
"689","v2","Child was instructed to stop playing and get ready for bed.","3-5","home","Bedtime routine","Child started to cry and refused to put down their toys.","Child calmed and put away toys after a soothing story was read to them.","yes","Desire to continue playing","Frustration","Caregiver offered a story to help them transition.","What bedtime stories do they like?","Incorporate favorite stories into bedtime routines.","routine change","low","medium","medium","test","yes","draft"
"690","v2","Child was asked to wait for their turn at a game.","9-12","school-classroom","Waiting for their turn","Child began to fidget and complain about the wait.","Child focused on the game after being reminded of taking turns.","yes","Boredom","Impatience","Caregiver reinforced the importance of waiting.","What can we do to help with waiting?","Practice turn-taking games at home.","routine change","low","medium","low","test","yes","draft"
"691","v2","Child was told to stop running in the store.","6-8","public-store","Excitement in the store","Child began to giggle and tried to run even faster.","Child eventually stopped running when caregiver explained the store rules.","yes","Excitement","Joy","Caregiver used humor to redirect behavior.","How can we encourage safe behavior in stores?","Discuss store expectations before shopping.","routine change","moderate","medium","medium","test","yes","draft"
"692","v2","Child was asked to move from one play area to another.","9-12","outdoor","Playtime change","Child sat down and refused to move, saying they were having too much fun.","Child eventually transitioned to the new area after a countdown was offered.","yes","Change in play","Joy","Caregiver used a countdown to prepare for the move.","What countdown techniques do they respond to best?","Use timers for smooth transitions.","routine change","moderate","complex","test","","yes","draft"
"693","v2","Child became upset when the routine for snack time changed unexpectedly.","3-5","home","Snack time was announced earlier than usual.","Child shouted and refused to eat.","Child eventually sat at the table and nibbled on a cookie after a gentle reminder about snack time.","yes","Change in schedule","Frustration","Caregiver offered a favorite snack to ease the transition.","How can we prepare for changes in routine?","Using visual schedules might help with transitions.","routine change","low","easy","low","train","yes","draft"
"694","v2","Child was asked to put on shoes before heading outside.","6-8","outdoor","Family was ready to leave for the park.","Child sat on the floor and ignored the request.","Child picked up shoes and put them on after being reminded twice.","yes","Transition from indoor to outdoor","Annoyed","Caregiver provided a countdown to signal leaving time.","What strategies can motivate them to hurry?","Use timers to create urgency during transitions.","routine change","moderate","medium","medium","train","yes","draft"
"695","v2","Child was playing outside when it started to rain.","9-12","school-playground","Weather changed suddenly during recess.","Child ran towards the school without warning.","Child got inside and changed clothes after getting wet.","yes","Sudden rain","Surprise","Caregiver discussed the importance of checking weather before playing outside.","How can we prepare for unexpected weather?","Keeping an eye on the forecast can help.","routine change","moderate","medium","low","validation","yes","draft"
"696","v2","Child was at the store and saw their favorite toy.","6-8","public-store","Family was shopping for groceries.","Child grabbed the toy and ran down the aisle.","Child stopped and returned to the cart after being called back.","yes","Seeing something exciting","Excitement","Caregiver explained that they would come back for the toy later.","How can we create a waiting plan for special items?","Discussing priorities can help with shopping trips.","routine change","low","medium","high","test","yes","draft"
"697","v2","Child was playing outside but refused to come in for dinner.","9-12","outdoor","Dinner was ready and called for everyone.","Child climbed a tree and ignored calls to come inside.","Child remained in the tree until the caregiver approached and asked them to come down.","no","Transition time","Stubbornness","Caregiver encouraged them to come down by offering a story at dinner.","What can we do to make coming inside more appealing?","Using fun incentives can help with transitions.","routine change","high","complex","high","test","yes","draft"
